id,Center_1,Center_2,ConvexArea,ExcessKurtosis,MaxVal,Mean,MinVal,P2A,PodczeckShapes_1,PodczeckShapes_2,PodczeckShapes_3,PodczeckShapes_4,PodczeckShapes_5,Radius_1,Radius_2,Radius_3,Radius_4,Size,Skewness,StdDev,CenterZ,CenterZUnit,CenterUnit_1,CenterUnit_2,RadiusUnit_1,RadiusUnit_2,RadiusUnit_3,RadiusUnit_4,ConvexAreaUnit,SizeUnit,CenterEllipse_1,CenterEllipse_2,ExcessKurtosisEllipse,MaxValEllipse,MeanEllipse,MinValEllipse,SizeEllipse,SkewnessEllipse,StdDevEllipse,spotCount2D,spotCount3D,CenterRimHeight_3,PrincipalAxes1_1,PrincipalAxes1_2,PrincipalAxes1_3,PrincipalAxes2_1,PrincipalAxes2_2,PrincipalAxes2_3,PrincipalAxes3_1,PrincipalAxes3_2,PrincipalAxes3_3,AxesRadius_1,AxesRadius_2,AxesRadius_3,ellipsoidVolume,ellipsoidVolumeUnit,spheroidIndexStart,spheroidIndexStop,spheroidRange,depthPercentage,attenuationIndex,attenuationRange,depthType,spotCount,profileAttenuationRatio,imageId
35,289.09900990099,838.475247524752,327.5,0.304575355735903,11618,6551.57095709571,2627,1.3542923765826,0.725574712643677,0.716764978550001,1.45114942528735,0.923830416797781,2.83630838190168,12.6586378063009,9.1801654243872,4.14420612957952,1.89113498423153,303,0.483460406242295,1645.18699014161,5.74257425742574,57.4257425742574,375.828712871287,1090.01782178218,16.4562291481912,11.9342150517034,5.38746796845337,2.45847547950099,553.475,512.07,289,838,0.191086912466993,11618,6495.06796116505,2155,309,0.265027816345835,1734.39524956969,0,0,6,-0.945654637457745,-0.325172733565809,0,-0.325172733565809,0.945654637457745,0,0,0,1,11.9193172225249,8.39989174713233,1.32074858302772,553.903143943531,9360.96313264567,6,8,3,1,8,3,full,0,0.5,1
36,932.06879334258,876.315950069348,3755.5,0.302598009227947,3345,1631.45381414702,518,1.19109968821557,0.747109357587228,0.895748887049238,1.49421871517446,0.951249178321741,3.20989136944817,36.3434315189796,33.3544463375243,29.3638196334136,1.6115185783074,3605,-0.00362919628054939,421.839210508895,41.6884882108183,416.884882108183,1211.68943134535,1139.21073509015,47.2464609746735,43.3607802387816,38.1729655234377,2.09497415179962,6346.795,6092.45,932,876,0.308988134002507,3345,1637.51944827586,530,3625,0.0480586153075955,413.564214498842,0,0,43,-0.434183134845648,-0.900824625227134,0,-0.900824625227134,0.434183134845648,0,0,0,1,35.2758500579083,32.6952481848306,4.41812138577803,21344.6176371748,360724.038068255,40,48,9,0.777777777777778,46,7,half,0,0.5,1
37,1005.00564102564,898.804871794872,4120.5,2.64043059331789,13732,4899.73282051282,1522,1.25024123700317,0.704352537475166,0.777763994747768,1.40870507495033,0.896809504147938,3.0968323930361,40.2856712999045,34.8091649198112,27.9664290318217,2.7025913188996,3900,1.2633320394477,1618.11970722795,36.7741025641026,367.741025641026,1306.50733333333,1168.44633333333,52.3713726898759,45.2519143957546,36.3563577413682,3.51336871456948,6963.645,6591,1005,899,2.56793802661568,13732,4857.05137245026,399,3971,1.12484615069568,1648.26221055406,1,2,37,0.479489516227515,-0.877547607727298,0,-0.877547607727298,-0.479489516227515,0,0,0,1,37.2338633164622,33.904947378206,4.62402269515343,24451.7384173188,413234.379252688,33,43,11,0.818181818181818,41,9,half,2,0.5,1
38,776.289085545723,895.441494591937,1084.5,-0.0316483894795838,6422,3797.61356932153,1265,1.25178776234819,0.727900369978857,0.711258620408985,1.45580073995771,0.926791535684437,2.96073354890341,21.569251025292,17.5829336464832,13.8810937503175,1.88694331398117,1017,0.0560266266466911,886.568854512762,26.1612586037365,261.612586037365,1009.17581120944,1164.07394296952,28.0400263328796,22.8578137404282,18.0454218754128,2.45302630817552,1832.805,1718.73,776,895,0.187439493772896,6422,3809.30596285435,995,1023,-0.065396449189131,892.277364686522,0,0,26,-0.773394823292259,0.63392463850582,0,0.63392463850582,0.773394823292259,0,0,0,1,20.3661963389485,16.0884314015795,2.36955080313432,3252.20761993108,54962.3087768353,25,29,5,1,29,5,full,0,0.5,1
39,109.695187165775,900.620320855615,441.5,0.0622246529237098,2334,1599.00534759358,896,1.65678139805846,0.681218066815476,0.422155187902165,1.36243613363095,0.867353781257504,2.62619135292552,17.6727901480419,11.3654454378336,3.87277648369712,3.54717643624616,374,-0.119693488102587,240.275835620486,38.120320855615,381.20320855615,142.603743315508,1170.8064171123,22.9746271924545,14.7750790691837,5.03460942880626,4.61132936712001,746.135,632.06,110,901,1.24279837674098,2334,1560.401937046,458,413,-0.818027142217397,298.936534479686,0,0,38,-0.58434234076409,-0.811507257386121,0,-0.811507257386121,0.58434234076409,0,0,0,1,17.1563353915033,7.69092908183874,1.61507219076723,892.655495587272,15085.8778754249,37,41,5,1,41,5,full,0,0.5,1
40,440.697329376855,902.827893175074,368.5,-0.271968000886699,11421,6879.81305637982,503,1.20699821339759,0.698590381426201,0.827703947869884,1.3971807628524,0.88947289920346,3.08235075969092,11.663048785763,9.90005727444708,7.93893613647874,0.838739607074805,337,-0.419746836084185,2530.25525911075,27.1246290801187,271.246290801187,572.906528189911,1173.6762611276,15.1619634214919,12.8700744567812,10.3206169774224,1.09036148919725,622.765,569.53,441,903,-0.373607850150352,11421,6896.24637681159,848,345,-0.309264768704014,2437.74190931846,0,0,27,-0.518073845289186,-0.855335893568882,0,-0.855335893568882,0.518073845289186,0,0,0,1,10.7580798616712,10.1515890884273,1.3591284817564,621.753039540958,10507.6263682422,27,29,3,1,29,3,full,0,0.5,1
41,658.893046837277,992.373008208595,6955.5,-0.0116109310062344,5826,2557.9850313858,396,7.21894097445126,0.480749860882482,0.446301768270022,0.961499721764964,0.612109734001504,5.62154637062934,58.4624440309912,40.987184918832,0.537936656255511,10.5498254042518,4142,0.816223837812804,981.401980657631,13.7221149203283,137.221149203283,856.56096088846,1290.08491067117,76.0011772402886,53.2833403944816,0.699317653132165,13.7147730255273,11754.795,6999.98,659,992,0.297389382633163,5826,2298.69279479719,185,5843,0.552798413506014,973.289005090524,0,0,14,-0.975186454895085,0.221385135429541,0,0.221385135429541,0.975186454895085,0,0,0,1,54.8751939691895,33.8665076642771,5.76821060617532,44903.0871784468,758862.173315751,9,21,13,0.692307692307692,17,9,half,0,0.5,1
42,42.1725067385445,1023.85714285714,531.5,-0.109252559696961,3784,1920.87870619946,833,2.4495822339928,0.5332530494911,0.392573375049512,1.0665060989822,0.678958869962686,3.05205716375601,18.0127476957345,10.873949758534,1.55507659736002,4.46084620014599,371,0.537779410481658,630.007905445421,34.2129380053908,342.129380053908,54.8242587601078,1331.01428571429,23.4165720044548,14.1361346860943,2.02159957656802,5.79910006018979,898.235,626.99,42,1024,0.509948707181176,3784,1753.09310986965,365,537,0.75208733933912,597.899637388253,0,0,34,-0.188602851995773,-0.982053442649157,0,-0.982053442649157,0.188602851995773,0,0,0,1,19.054905748969,8.92486953247018,1.81868539329354,1295.55205995869,21894.8298133019,33,37,5,1,37,5,full,0,0.5,1
43,295.338235294118,1062.86519607843,1322,-0.0113021891404395,8623,3832.86928104575,738,1.29979337879241,0.698215234582565,0.621050418165213,1.39643046916513,0.88899524740706,2.8027793413006,26.3611690180842,19.5154524432697,13.6823693854537,2.48785030247011,1224,0.390725847660694,1331.38098988105,23.7352941176471,237.352941176471,383.939705882353,1381.72475490196,34.2695197235094,25.3700881762506,17.7870802010898,3.23420539321114,2234.18,2068.56,295,1063,-0.0835237853851853,8623,3826.3696872494,937,1247,0.421759454360195,1344.55986598054,0,0,24,-0.37044581829541,-0.928854076648988,0,-0.928854076648988,0.37044581829541,0,0,0,1,22.994779307313,17.1938397228593,2.6122602369612,4326.20573684394,73112.8769526626,22,28,7,1,28,7,full,0,0.5,1
44,61.2097701149425,1062.7658045977,728.5,-0.53895284653253,2903,1775.02873563218,987,1.20357225963167,0.789760348583881,0.844168879682671,1.57952069716776,1.00555410668082,3.0589288484962,17.3891300532334,14.5306908395171,12.2778451029446,1.48165725477178,696,0.332639587398945,411.729916757249,27.6278735632184,276.278735632184,79.5727011494253,1381.59554597701,22.6058690692034,18.8898980913722,15.961198633828,1.92615443120331,1231.165,1176.24,61,1063,-0.493306725713186,2903,1764.52594670407,756,713,0.313618493794831,416.31587066953,0,0,28,-0.837093864141209,-0.54705928619953,0,-0.54705928619953,0.837093864141209,0,0,0,1,16.1190496846011,14.1362143961241,1.96659216524714,1877.04840003255,31722.1179605502,27,31,5,1,31,5,full,0,0.5,1
45,486.703859060403,1089.89317673378,3963,1.34626448854875,3933,1869.46672259508,660,1.85965980100424,0.717179415185914,0.83867903479028,1.43435883037183,0.913141192084743,3.8544212353812,41.4064562933236,31.2096231083468,14.5517655983794,7.36148338435733,3576,0.703147938458675,500.124002536655,27.7133668903803,277.133668903803,632.715016778523,1416.86112975392,53.8283931813207,40.5725100408508,18.9172952778932,9.56992839966453,6697.47,6043.44,487,1090,1.18963594838297,3933,1834.14005824729,478,3777,0.408585728096959,529.826602818639,2,4,28,-0.974638649247306,0.223784502129584,0,0.223784502129584,0.974638649247306,0,0,0,1,35.9173446685022,33.5021591162579,4.5122677460094,22743.6671094465,384367.974149647,24,34,11,1,34,11,full,2,0.5,1
46,1017.45161290323,1098.81566820276,1617,0.210511463184902,4753,2942.5055957867,405,1.31604949410749,0.80562910659998,0.985923542275365,1.61125821319996,1.02575883691275,3.02076419192762,26.1931943409724,21.6724174017306,17.9017406604173,1.85505689900955,1519,-0.264375537272612,643.238199958354,46.2725477287689,462.725477287689,1322.68709677419,1428.46036866359,34.0511526432642,28.1741426222498,23.2722628585425,2.41157396871242,2732.73,2567.11,1017,1099,0.119142709053567,4753,2928.57328990228,770,1535,-0.267622954475442,653.260894503421,0,0,47,-0.983567191714288,0.180542458671832,0,0.180542458671832,0.983567191714288,0,0,0,1,23.0836702278597,21.21662177406,2.87951898012478,5907.30848237239,99833.5133520933,45,51,7,1,51,7,full,0,0.5,1
47,109.539170506912,1096.6267281106,273.5,-0.768326496727062,17384,9236.84792626728,728,1.77983417758652,0.6078431372549,0.531128376023699,1.2156862745098,0.773929919348822,2.95984989983156,11.6475602104533,8.06498965062053,3.38750389898799,2.42396580538758,217,-0.482992672788474,4634.32144438802,7.14746543778802,71.4746543778802,142.400921658986,1425.61474654378,15.1418282735893,10.4844865458067,4.40375506868439,3.15115554700385,462.215,366.73,110,1097,-0.800340456189883,17384,9035.29149797571,774,247,-0.338715668617182,4411.48809628073,0,0,7,-0.227964514075426,-0.97366944099235,0,-0.97366944099235,0.227964514075426,0,0,0,1,10.8282449789576,7.35388706494542,1.1818385828537,394.204703777445,6662.05949383882,7,9,3,1,9,3,full,0,0.5,1
48,875.480593607306,1122.64307458143,2788,-0.890805534301782,12111,6482.99619482496,1535,1.79768658985048,0.734219653179192,0.74643178602582,1.46843930635838,0.934837496949484,3.58160697123052,37.7291013566898,27.2276791893174,16.4736744586604,5.12217950601682,2628,0.106367253219573,2073.16435028245,37.3831811263318,373.831811263318,1138.1247716895,1459.43599695586,49.0478317636968,35.3959829461127,21.4157767962586,6.65883335782187,4711.72,4441.32,875,1123,-0.937191769005252,12111,6472.24934579439,1962,2675,0.151399177705823,2054.33247048387,0,0,38,-0.88202324949169,0.471205886376772,0,0.471205886376772,0.88202324949169,0,0,0,1,32.5251109550769,26.1431542740875,3.81343723989568,13582.5710391081,229545.450560928,35,43,9,0.777777777777778,41,7,half,0,0.5,1
49,395.007556675063,1125.07304785894,429,-0.649434056594885,3911,2584.39042821159,907,1.2180690264431,0.680167214912276,0.685595837754792,1.36033442982455,0.86601579505869,2.86951139991762,13.955648835706,10.7830132052945,8.05636778962907,1.42296259631272,397,-0.227179409001229,709.722424905118,23.8539042821159,238.539042821159,513.509823677582,1462.59496221662,18.1423434864177,14.0179171668829,10.4732781265178,1.84985137520654,725.01,670.93,395,1125,-0.768763541858755,3911,2596.35872235872,865,407,-0.146396409789276,688.229232823373,0,0,24,-0.0593001643811582,-0.99824019679853,0,-0.99824019679853,0.0593001643811582,0,0,0,1,12.8502657368215,10.0751698617363,1.49015331390625,808.135244770751,13657.4856366257,24,26,3,1,26,3,full,0,0.5,1
50,130.287842383469,1142.99135031235,2199,0.306789231755648,10774,4808.48149927919,1140,1.26907971406462,0.789531698994254,0.924379752626599,1.57906339798851,1.00526298098142,3.24844186008977,28.3279659150335,25.3509280623727,21.2864441872695,1.40745908410138,2081,0.400944709010794,1612.68119905261,6.21720326765978,62.1720326765978,169.37419509851,1485.88875540605,36.8263556895436,32.9562064810845,27.6723774434504,1.8296968093318,3716.31,3516.89,130,1143,0.272197907528486,10774,4790.97284421153,1194,2099,0.408987069508227,1617.41804911162,0,0,7,-0.579981912431353,-0.814629352069069,0,-0.814629352069069,0.579981912431353,0,0,0,1,26.931382676951,24.7585331727088,3.35984453022789,9384.0724750776,158590.824828812,5,11,7,1,11,7,full,0,0.5,1
51,957.017985611511,1169.6571942446,3694,-0.549962653447038,2035,1075.53345323741,323,4.98176369360545,0.58924731743382,0.581959479508542,1.17849463486764,0.750252986185853,5.30756033246206,45.4363597987623,27.3942114404147,7.56629773497722,9.07394723580384,2780,0.33330852634628,330.944538908469,44.8280575539568,448.280575539568,1244.12338129496,1520.55435251799,59.067267738391,35.6124748725391,9.83618705547039,11.796131406545,6242.86,4698.2,957,1170,-0.3968859431693,2035,1017.51380880121,119,3295,0.303875446726501,347.151527574134,0,0,45,0.509614513881601,-0.86040284009365,0,-0.86040284009365,-0.509614513881601,0,0,0,1,38.777440488216,27.0096953740075,4.27616383104453,18760.3860575598,317050.52437276,42,50,9,0.777777777777778,48,7,half,0,0.5,1
52,816.8392,1170.292,1373.5,-0.763331542733301,4236,1934.4664,585,1.31130135231987,0.708435708435707,0.831088782754431,1.41687141687141,0.902008358882812,3.19326902516146,22.9971166835903,19.4056375536573,13.3520870455463,2.1963167741816,1250,0.529570095584546,846.109706704553,39.0768,390.768,1061.89096,1521.3796,29.8962516886674,25.2273288197545,17.3577131592103,2.85521180643608,2321.215,2112.5,817,1170,-0.717785554584784,4236,1926.12802498048,587,1281,0.57809334344568,836.07183687127,0,0,39,-0.9326271579109,-0.360841494741163,0,-0.360841494741163,0.9326271579109,0,0,0,1,21.1873472186257,19.2971457806021,2.6314920449498,4506.71746755571,76163.5252016914,37,43,7,1,43,7,full,0,0.5,1
